image_link,question,answer
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687714279419356_0.jpg,What shape is the bowl?,square
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687714279419356_0.jpg,What is on the table that enhances the meal presentation?,a piece of cloth
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687714279419356_0.jpg,What is suggested to be happening in the atmosphere?,a conversation
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724271213846_0.jpg,What is the woman wearing that indicates cooler evenings?,a cozy sweater
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724271213846_0.jpg,What is the woman displaying that resembles a food item?,a jelly or a sweet treat
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724271213846_0.jpg,What are sweet potatoes recognized for?,versatility in cooking and nutritional value
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724271213846_0.jpg,How many varieties of sweet potatoes can be identified?,two distinct varieties
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724271213846_0.jpg,What is a common practice observed among shoppers in the market?,wearing their shoes
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724271213846_0.jpg,What traditional attire is one vendor wearing?,a traditional ethnic sari
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724271213846_0.jpg,What accessory does the vendor wear that adds vibrancy to her outfit?,colorful bangles
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724271213846_0.jpg,What types of items enrich the market atmosphere?,tropical fruits
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724271213846_0.jpg,What does the scene encapsulate about Southeast Asia?,vibrant culture and daily life
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724271583535_0.jpg,What region is the auto rickshaw commonly used?,South Asia
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724271583535_0.jpg,What type of atmosphere is created inside the auto rickshaw?,vibrant and bustling
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724271583535_0.jpg,What does the green space suggest about the urban setting?,integration of nature
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724271583535_0.jpg,Why are the windows of the auto rickshaw likely opened?,for ventilation
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724271583535_0.jpg,What language is indicated by the text in the background?,Bengali
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724272240852_0.jpg,What is the name of the South Asian dish served?,Chicken biryani
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724272240852_0.jpg,What type of tablecloth is used in the setting?,An elegant cloth
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724272240852_0.jpg,What does the flower arrangement on the table represent?,Traditional hospitality
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724272318862_0.jpg,Why is a steel plate commonly used in Indian culture?,For its durability and ease of cleaning.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724272318862_0.jpg,What specific dish is included in the food presentation?,Khichuri.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724272318862_0.jpg,What traditional snack made from puffed rice is included in the dish?,Muri.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724272318862_0.jpg,What type of dining practices does the setting reflect?,Everyday dining practices.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724272318862_0.jpg,What does the wooden table provide to the dining experience?,"A natural, homey feel."
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724273285745_0.jpg,What does the cargo car's design include?,vibrant colors and intricate patterns
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724273285745_0.jpg,What enhances the aesthetic appeal of the platform?,decorative elements and blooming flowers
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724273285745_0.jpg,What does the combination of beauty and decoration create?,a charming atmosphere
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724273285745_0.jpg,What language is the station information written in?,Hindi
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724273285745_0.jpg,What type of individuals are present in the scene?,South Asian men
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724273285745_0.jpg,What does the blend of elements portray?,a vibrant snapshot of life at a railway station
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724274408073_0.jpg,What color are the lentils?,warm yellow
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724274408073_0.jpg,How is the meal presented?,uncomplicated
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724274408073_0.jpg,What type of gathering is described?,a straightforward gathering
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724274408073_0.jpg,What is the likely flavoring of the lentils?,cumin
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724274408073_0.jpg,What enhances the overall experience of the meal?,warmth of companionship
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724275130974_0.jpg,What do the steel plate and bowl signify in many cultures?,Durability and ease of cleaning.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724275130974_0.jpg,What type of aesthetic does the brownish wood table provide?,Rustic or traditional.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724275130974_0.jpg,What does the drinking water container emphasize in the meal setting?,Hydration and hospitality.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724275130974_0.jpg,What does the meal presentation focus on according to the description?,Functionality and visual appeal.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724275831848_0.jpg,Who is the dish prepared for?,the daughter
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724275831848_0.jpg,What are the traditional ingredients of the semolina dessert?,nuts
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724275831848_0.jpg,What does the presentation of the dish suggest?,thoughtful individualization
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724275831848_0.jpg,Why is the dish considered significant?,it's enjoyed during special occasions.
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724277234380_0.jpg,Who does the statue likely represent?,Lord Rama
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724277234380_0.jpg,What does the snake symbolize in Hinduism?,"Protection, rebirth, and the cycle of life"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724277234380_0.jpg,How is the statue designed for viewing?,For observation from all four sides
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724277234380_0.jpg,How is Lord Rama typically depicted in art?,In various symbolic forms
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724277234380_0.jpg,What do the traditions related to Lord Rama represent?,Rich cultural traditions
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724278240508_0.jpg,What does the scene symbolize in the context of Bangladesh?,cultural significance related to agricultural activities and festive periods
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724278240508_0.jpg,What does the red cloth resemble in South Asian culture?,traditional bells used in festivals
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724278240508_0.jpg,What role do red garments or decorations play in ceremonies?,"they embody vibrancy, celebration, and spiritual connection"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724278240508_0.jpg,What themes are suggested by the interaction of fruits and the red cloth?,abundance and cultural practices honoring growth and festivity
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724279670501_0.jpg,What type of food does the dish resemble?,a pickle
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724279670501_0.jpg,What does this dish exemplify in culinary practices?,the art of ethnic pickling
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724279670501_0.jpg,What key flavor element indicates a preference for spicy foods?,chili
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724279670501_0.jpg,What does the traditional steel bowl with intricate designs signify?,cultural craftsmanship
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687724279670501_0.jpg,What role does the vibrant red mash play in meals?,an accompaniment
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5872173585349329953_0.jpg,What does the red dye signify in Indian culture?,Traditional color for Hindu weddings
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5872173585349329953_0.jpg,What does the vibrant red color symbolize in Indian traditions?,"Celebration, auspiciousness, and love"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5872173585349329953_0.jpg,What does the joyous atmosphere indicate?,Ritualistic practice of Hindu bridal customs
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5872173585349329953_0.jpg,What do the designs and colors on the bride's feet symbolize?,Beauty and prosperity
