image_link,question,answer
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674272544738_0.jpg,What company did Jack Ma found?,Alibaba
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674272691013_0.jpg,What is the significance of the ox in the festival?,symbol of the year of the ox
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674272691013_0.jpg,What festival is suggested by the multiple lanterns?,Lantern Festival
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674272691013_0.jpg,What does the sign held by a boy say?,"""Blessings Full at the Door"""
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674272691013_0.jpg,What character symbolizes good fortune in the scene?,'Fu'
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674272852596_0.jpg,What significant cultural reference is found in the text at the base of the image?,Nanqingnian Portrait Sketch
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674272852596_0.jpg,What year was the clay sculpture created?,1997
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674272852596_0.jpg,Who is the likely artist of the sculpture?,Pan Junhong
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674272856371_0.jpg,What traditional Chinese festival setting is suggested by the blurred background?,temple fair
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674272856371_0.jpg,What intricate shape is the artisan creating using syrup?,dragon
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674272856371_0.jpg,What tool is described that aids in shaping the syrup?,gold and silver spatulas
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674273371038_0.jpg,Who is the prominent figure in Chinese Peking Opera featured in the text?,Mei Lanfang
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674273371038_0.jpg,Which filmmaker directed the movie connected to Mei Lanfang?,Chen Kaige
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674273371038_0.jpg,What theme is hinted at by the slogan on the opera poster?,loneliness
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674273458190_0.jpg,What traditional Chinese instrument are the women playing?,erhu
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674273458190_0.jpg,What type of dress is the girl wearing in the first image?,qipao
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674273458190_0.jpg,What architectural feature indicates a traditional Chinese setting?,courtyard with bluish bricks
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674273582700_0.jpg,"What trees are featured in the painting, known for their blossoms?",flowering plum trees
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674273582700_0.jpg,What historical clothing style is indicated by the children's attire?,Qing Dynasty clothing
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674273582700_0.jpg,What color palette is characteristic of ancient Chinese paintings?,slightly yellowish tint
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674274264939_0.jpg,What is the significance of the four characters on the jian zhi?,wealth and prosperity
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674274264939_0.jpg,"What does the complete phrase ""招财进宝"" translate to?",Invite Wealth and Treasure
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674274264939_0.jpg,What fragrant wood is mentioned in the paper cuts along with its characters?,agarwood
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674274522108_0.jpg,What cultural theme does the exhibition center around?,Chinese character culture
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674274522108_0.jpg,What is the significance of the potted plant's ribbons?,red celebratory ribbons
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674274522108_0.jpg,What do the calligraphy pieces resemble that conveys historical evolution?,pictograms resembling Chinese characters
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674274821955_0.jpg,What color is the elegant teapot filled with tea leaves?,turquoise
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674274821955_0.jpg,What is the ambiance of the tea scene reminiscent of?,a tranquil afternoon
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275342116_0.jpg,What color is Jackie Chan's kung fu outfit?,blue
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275342116_0.jpg,What animal is perched on Jackie Chan's shoulder?,pangolin
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275342116_0.jpg,What conservation message is featured on the poster?,Protect pangolins
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275343823_0.jpg,Who is the deity worshiped at the altar?,Guanyu
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275343823_0.jpg,What weapon does Guanyu wield?,Qīnglóng Yǎn Yuèdāo
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275343823_0.jpg,What do apples and oranges symbolize in Chinese offerings?,good fortune and abundance
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275343823_0.jpg,What do the electronic red candles on the altar represent?,spiritual illumination
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275489089_0.jpg,What is the significance of mooncakes in Chinese culture?,Mid-Autumn Festival
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275489089_0.jpg,"What type of mooncake features the filling ""double yolk""?",traditional mooncake
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275489089_0.jpg,What auspicious symbol is associated with the mooncake filling in the second image?,good fortune
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275493201_0.jpg,What important symbol is featured on the promotional board?,red dragon
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275493201_0.jpg,What does the red dragon symbolize in Chinese culture?,"power, strength, good fortune"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275493201_0.jpg,What does the presence of lush green trees suggest about the area?,natural beauty and tranquility
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275661528_0.jpg,What type of dance are the women performing?,square dance
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275661528_0.jpg,What seasonal celebration is likely being observed?,Chinese New Year
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275661528_0.jpg,What traditional performance is seen beside the dancers?,dragon dance
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275792721_0.jpg,Who is the mythological character associated with this performance?,Sun Wukong
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275792721_0.jpg,What is the performer holding that symbolizes Sun Wukong?,golden staff
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275792721_0.jpg,What type of traditional theatre style is depicted in the performance?,Peking opera
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275842598_0.jpg,Where are the terracotta warriors located?,"Xi'an, China"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275842598_0.jpg,What happens to some of the soldiers in this assembly?,They are missing heads
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275842598_0.jpg,What feature suggests excavation is ongoing?,Unearthed sections of soldiers
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275843194_0.jpg,What character symbolizing 'blessing' is visible on the glass surface?,a blessing character
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275843194_0.jpg,What traditional Chinese symbols are featured in the paper cutout?,yuanbao and ruyi
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275843194_0.jpg,What does the character 'Fu' signify in this context?,good fortune
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275910168_0.jpg,What type of fish is primarily used for the dish?,silver carp
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275910168_0.jpg,What is the dish's accompanying staple that pairs well with it?,rice
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674275910168_0.jpg,What type of sprouts is present under the fish head?,mung bean sprouts
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674276005103_0.jpg,What type of food is being sold by the stall that specializes in grilled honeydew melon?,grilled honeydew melon
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674276005103_0.jpg,What does the sign featuring three characters translate to in English?,roasted sweet potato
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674276005103_0.jpg,What type of vehicle is popular for short-distance transportation in this market?,green tricycles
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674276024254_0.jpg,What traditional festival is associated with zongzi?,Dragon Boat Festival
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674276024254_0.jpg,Who is commemorated during the Dragon Boat Festival?,Qu Yuan
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674276024254_0.jpg,What type of design is on the porcelain plate?,Yulin design
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674276140013_0.jpg,What ancient culture is the sculpture possibly connected to?,Sanxingdui culture
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674276140013_0.jpg,What type of inscriptions are present near the sculpture?,round inscriptions
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674276140013_0.jpg,What time period do the artifacts from Sanxingdui belong to?,Bronze Age
